pl_name,pl_rade,pl_eqt,pl_insol,st_teff,st_rad,sy_dist
K2-356 b,2.29,624.0,,5568.0,0.86,355.54
Kepler-167 e,10.16,134.4,,4884.0,0.749,341.908
K2-189 c,2.31,877.0,140.0,5442.0,0.879,242.113
TOI-1801 b,2.079,493.7,,3863.0,0.547,30.6796
K2-185 b,1.15,809.0,,5788.0,0.94,268.357
K2-37 c,2.41,839.0,118.0,5352.0,0.809,179.943
WASP-156 b,6.02802815,934.5,,4987.0,0.8268,122.066
HD 20329 b,1.72,2141.0,3474.0,5596.0,1.13,63.6796
K2-99 b,11.88151954,1184.0,,6069.0,2.55,519.229
K2-110 b,2.592,638.0,27.7,5010.0,0.713,116.474
HATS-16 b,14.5717,1592.0,,5738.0,1.238,757.044
Kepler-138 c,1.51,410.0,6.8,3841.0,0.535,66.8624
WASP-25 b,13.80946422,1217.0,341.0,5697.0,0.884,211.416
TOI-6324 b,1.059,1216.0,,3247.0,0.293,20.5488
TOI-3877 b,11.67975789,1445.0,729.0,5731.0,1.445,493.77
HATS-38 b,6.882326,1294.0,464.7,5732.0,1.105,343.525
Kepler-20 e,0.821,1004.0,169.8,5495.0,0.9164,282.563
WISEP J121756.91+162640.2 A b,10.468,450.0,,575.0,0.091,
CFHTWIR-Oph 98 b,20.8487041,1800.0,,2320.0,0.245,
Kepler-1989 b,4.62,904.0,157.97,6032.0,1.06,1252.13
TOI-778 b,15.4,1561.0,,6643.0,1.71,161.743
K2-18 b,2.37,284.0,,3457.0,0.411,38.0266
TOI-2285 b,1.77,358.0,3.91,3491.0,0.464,42.409
K2-226 b,1.53899305,1187.0,,5288.0,0.889,211.265
Kepler-1704 b,11.94877343,253.8,0.342,5746.0,1.697,835.455
K2-255 b,2.9,1034.0,,4676.0,0.69,191.608
HATS-34 b,16.02887,1445.0,,5380.0,0.98,508.842
K2-351 b,2.54,934.0,,5769.0,1.05,694.734
WASP-139 b,8.9672,910.0,,5310.0,0.8,212.472
TOI-2714 b,13.72,1603.0,,5665.0,1.25,597.873
TOI-1696 b,3.09,489.0,,3185.0,0.2775,64.9172
WASP-64 b,14.247,1689.0,,5400.0,1.058,369.926
TOI-1823 b,7.5406241,423.63,,4927.0,0.8049,71.6456
TOI-2158 b,10.76062147,1188.0,,5673.0,1.41,198.473
WASP-163 b,13.473218,1638.0,1200.0,5500.0,1.015,261.386
TOI-5153 b,11.88151954,906.0,,6300.0,1.4,390.484
HATS-41 b,14.90797,1710.0,,6424.0,1.71,737.668
TOI-2010 b,11.81426566,400.2,4.09,5929.0,1.079,109.19
HIP 41378 b,2.595,959.0,140.0,6320.0,1.273,106.289
TOI-1203 b,1.52,1361.2,572.2,5737.0,1.179,64.9943
K2-199 c,2.85,694.0,38.6,4491.0,0.682,107.518
HATS-5 b,10.223,1025.0,,5304.0,0.871,246.384
HAT-P-25 b,12.722215,1182.0,325.0,5519.0,0.919,300.384
TOI-3331 A b,12.97999965,1488.0,818.5,5609.0,0.952,217.193
K2-181 b,2.69,949.0,192.0,5528.0,1.06,360.911
Kepler-37 b,0.3098,718.0,44.5,5357.0,0.789,63.9207
Kepler-1987 e,1.92,643.0,40.33,4769.0,0.714,595.683
HATS-49 b,8.574885,834.8,80.45,4405.0,0.6977,324.413
TOI-561 e,2.517,416.0,4.89,,0.843,85.799
Kepler-553 b,4.74139884,1089.0,235.0,5191.0,0.902,728.525
HATS-42 b,15.6926,1856.0,,6060.0,1.48,800.377
TOI-3682 b,12.80065596,1657.0,1258.0,5703.0,1.735,404.211
TOI-5350 b,12.41955062,1195.0,,6220.0,1.263,277.419
TOI-6016 b,13.67495645,1890.0,940.0,6110.0,1.51,364.715
K2-204 b,3.17214154,1148.0,,5783.0,1.253,577.235
TOI-836 c,2.587,665.0,26.707,4552.0,0.665,27.5024
HAT-P-65 b,18.05766791,1818.0,1821.0,5872.0,1.666,738.519
TOI-2025 b,11.89272852,1166.0,,5977.0,1.459,335.985
Kepler-40 b,13.11,1620.0,,6510.0,2.13,2305.01
TOI-512 b,1.54,1009.0,127.0,5277.0,0.89,67.3975
HD 80653 b,1.613,2463.0,6130.0,5959.0,1.22,109.86
Kepler-1649 c,1.06,234.0,0.75,3240.0,0.2317,92.1913
LTT 3780 c,2.39,359.0,2.76,3358.0,0.38,21.9814
TOI-1266 c,1.98,346.0,,3563.0,0.4232,36.0118
TOI-2257 b,2.194,256.0,,3430.0,0.313,57.7911
TOI-5181 A b,13.34989601,1585.0,1053.0,6060.0,1.53,480.155
TOI-2445 b,1.25,1060.0,,3333.0,0.27,48.582
TOI-4961 b,12.34108775,919.0,115.0,5380.0,0.912,213.073
Kepler-62 c,0.54,578.0,,4925.0,0.64,300.874
TOI-4463 A b,13.26022417,1395.0,633.0,5640.0,1.062,173.117
XO-7 b,15.389957,1743.0,1540.0,6250.0,1.48,234.149
Kepler-77 b,10.761,1440.0,,5520.0,0.99,639.411
K2-87 b,7.6,979.0,,5747.0,1.401,491.242
K2-285 b,2.59,1088.9,234.31,4975.0,0.787,154.961
K2-232 b,11.209,1030.0,,6154.0,1.161,130.72
HATS-66 b,15.815899,1998.0,2637.0,6626.0,1.841,1477.98
HD 63935 b,2.91575244,825.22,,5513.0,0.9598,48.9739
TOI-674 b,5.25,635.0,38.4,3514.0,0.42,46.0851
TOI-1860 b,1.31,1885.0,,5752.0,0.94,45.864
K2-279 b,1.21,879.0,,5558.0,0.86,182.983
HD 6061 b,2.42763557,1075.31,,5934.0,1.0072,67.6203
TOI-3321 b,15.55806521,1616.0,,5850.0,1.549,285.895
HATS-8 b,9.785457,1324.0,,5679.0,1.086,794.637
NGTS-8 b,12.21781,1345.0,503.0,5241.0,0.98,428.976
K2-264 c,2.668,331.0,,3660.0,0.473,185.605
HD 106315 c,4.35,886.0,,6327.0,1.296,109.353
TOI-2374 b,6.81,885.0,,4802.0,0.69,134.655
K2-330 b,2.77,969.0,,6232.0,1.5,160.125
TOI-1855 b,18.49481816,1701.0,,5359.0,1.041,176.833
HATS-63 b,13.529263,1398.3,634.1,5627.0,1.07,623.232
Kepler-109 b,2.49,1276.0,442.0,5950.0,1.387,474.861
HD 135344 A b,16.25302201,1585.0,,9540.0,1.5,141.595
Kepler-1980 b,2.21,564.0,23.95,5819.0,0.99,1709.4
TOI-1736 b,3.18175535,1099.79,,5636.0,1.4286,88.9482
TOI-2236 b,14.36991326,1688.0,1356.0,6248.0,1.573,355.59
TOI-1753 b,2.47852533,1005.43,,5621.0,0.9715,226.671
WASP-102 b,14.90794433,1671.0,1293.0,5990.0,1.375,535.689
TOI-1670 c,11.06326395,684.0,,6170.0,1.316,168.067
TOI-5082.01,2.54811,1164.91,254.588,5670.0,0.93,43.1406
TOI-1468 b,1.401,683.5,36.4,3376.0,0.3714,24.7399
TOI-1775 b,8.04728896,707.89,,5284.0,0.8288,149.234
Kepler-1990 c,0.98,1170.0,442.08,5751.0,1.071,392.739
TOI-1846 b,1.792,568.1,17.35,3568.0,0.397,47.2496
K2-8 c,2.41,801.0,97.8,4870.0,0.74,403.513
MASCARA-4 b,16.98160576,2250.0,,7800.0,1.79,170.696
WASP-159 b,15.46842,1850.0,,6120.0,2.11,715.383
TrES-5 b,13.383546,1480.0,,5171.0,0.868,360.313
WASP-129 b,10.42437,1100.0,,5900.0,0.9,301.462
TOI-2886 b,18.6405349,1978.0,2560.0,6240.0,1.241,413.673
XO-6 b,23.20263,1577.0,,6720.0,1.93,235.479
Kepler-37 c,0.755,615.0,23.9,5357.0,0.789,63.9207
K2-274 b,2.08,655.0,,5044.0,0.7,228.327
HD 110067 d,2.852,602.0,,5266.0,0.788,32.1585
TOI-1442 b,1.17,1072.0,,3330.0,0.31,41.1659
TOI-480 b,2.85372018,1198.94,,6174.0,1.4877,54.5306
NGTS-32 b,15.91675259,1750.0,1554.0,5680.0,1.85,837.457
K2-245 b,4.34,923.0,,5793.0,1.25,456.064
WASP-98 b,12.823096,1171.0,,5473.0,0.741,281.742
TOI-4364 b,2.01,488.0,,3528.0,0.4684,43.9662
Kepler-78 b,1.201,2223.0,4070.0,5058.0,0.7475,124.376
TOI-3884 b,6.43,441.0,6.29,3180.0,0.302,43.1448
WASP-185 b,14.01125,1160.0,,5900.0,1.5,279.35
HAT-P-19 b,11.29865255,981.2,154.0,4962.0,0.773,202.078
K2-239 b,1.1,502.0,,3420.0,0.36,31.0849
K2-248 b,2.57,886.0,,5528.0,0.92,406.254
K2-154 c,2.07,552.0,,4097.0,0.63,129.356
Kepler-278 b,3.955,586.0,110.0,4965.0,2.861,443.03
TOI-3160 A b,13.7646283,1539.0,933.0,6190.0,1.346,567.678
TOI-757 b,2.5,641.0,,5278.0,0.78,60.3418
NGTS-9 b,11.99363,1448.0,729.0,6330.0,1.38,609.128
HD 86226 c,2.16,1311.0,,5863.0,1.053,45.683
GJ 9827 d,1.98,675.0,34.9,4236.0,0.58,29.661
TOI-2093 c,2.3,329.0,,4426.0,0.729,82.7982
K2-257 b,0.83,789.0,,3725.0,0.5,64.0065
CoRoT-1 b,16.7,1898.0,,5950.0,1.11,787.909
WASP-177 b,17.71022,1142.0,,5017.0,0.885,176.818
KELT-16 b,15.860735,2453.0,,6236.0,1.36,444.586
K2-229 c,2.03,750.0,,5315.0,0.79,102.564
TOI-1811 b,11.14172682,962.2,,4766.0,0.769,128.23
Kepler-37 d,2.03,499.0,10.39,5357.0,0.789,63.9207
HAT-P-12 b,10.749,963.0,,4650.0,0.701,142.751
NGTS-2 b,17.878355,1468.0,,6478.0,1.702,356.391
Kepler-1653 b,2.17,284.0,0.98,4807.0,0.693,
WASP-104 b,12.745,1516.0,,5475.0,0.963,185.932
TOI-5616 b,10.78,939.0,137.0,3996.0,0.646,390.415
Qatar-3 b,12.285064,1681.0,1330.0,6007.0,1.272,735.601
Kepler-107 d,0.86,1173.0,315.0,5854.0,1.447,525.997
WASP-52 b,14.24,1315.0,,5000.0,0.79,174.818
TOI-640 b,19.2794468,1816.0,,6460.0,2.082,341.997
K2-29 b,13.33871,1171.0,,5358.0,0.86,178.475
K2-66 b,2.49,1372.0,840.0,5887.0,1.67,513.877
TOI-4559 b,1.415,554.16,15.77,3558.0,0.374,31.6354
TOI-1052 b,2.87,1135.0,246.0,6146.0,1.264,129.804
TOI-5218 b,9.86,783.0,62.0,4230.0,0.708,377.483
EPIC 212297394 c,2.27,866.0,,5171.0,0.8,418.395
TOI-2015 b,3.309,530.9,13.185,3297.0,0.3273,47.3444
LHS 1140 b,1.73,226.0,0.43,3096.0,0.2159,14.9861
TOI-1453 b,1.173,944.2,132.6,4975.0,0.72,78.7415
TOI-5232 b,12.778238,1772.0,,6500.0,1.785,609.388
K2-315 b,0.95,460.0,7.45,3300.0,0.196,56.9686
TOI-5205 b,11.6,737.0,49.0,3430.0,0.394,86.4493
TOI-3807 b,18.49481816,1646.0,1230.0,5772.0,1.468,421.745
NGTS-13 b,12.800678,1605.0,1096.0,5819.0,1.788,647.595
TOI-3082 b,3.6621,1032.78,,4263.0,0.6847,113.048
Kepler-730 b,12.3299,1219.0,,5620.0,1.411,1935.04
K2-281 b,8.18,665.0,,4812.0,0.76,458.139
GJ 1214 b,2.733,567.0,17.2,3101.0,0.2162,14.6427
HIP 67522 b,9.9872018,1175.0,,5675.0,1.38,127.28
HIP 67522 c,7.93595834,917.0,,5675.0,1.38,127.28
HD 63433 c,2.692,678.92,,5553.0,0.934,22.4035
TOI-283 b,2.34,661.0,30.4,5213.0,0.85,82.7013
SPECULOOS-3 b,0.977,553.0,15.54,2800.0,0.123,
WASP-33 b,17.855937,2781.7,,7430.0,1.444,121.944
GJ 357 b,1.2,518.0,,3505.0,0.337,9.44181
TOI-270 b,1.28,600.0,,3506.0,0.38,22.4793
TOI-270 c,2.33,489.0,,3506.0,0.38,22.4793
TOI-270 d,2.0,383.0,,3506.0,0.38,22.4793
TOI-756 b,2.81,934.0,127.0,3657.0,0.505,86.1759
K2-188 b,1.35,1692.0,,5977.0,1.19,446.821
HATS-68 b,13.809488,1741.0,1521.0,6147.0,1.748,603.955
KELT-11 b,15.13212395,1712.0,,5375.0,2.69,99.1596
V1298 Tau d,6.41,845.0,85.0,,1.345,108.199
K2-62 c,1.99,495.0,14.3,4455.0,0.696,112.467
HD 101581 c,0.99,747.0,52.0,4675.0,0.63,12.7781
WASP-84 b,10.72,732.0,,,0.768,100.588
WASP-174 b,16.10730527,1528.0,901.9,6399.0,1.347,410.149
LTT 9779 b,4.72,1978.0,,5443.0,0.949,80.4373
K2-9 b,2.25,314.0,1.36,3390.0,0.31,82.9631
NGTS-24 b,13.60770257,1499.0,,5820.0,1.64,683.062
TOI-1824 b,2.7438269,528.67,,5165.0,0.8123,59.4314
K2-167 b,2.36509493,1220.0,,6310.0,1.499,80.8994
Kepler-51 c,9.0,439.0,,6018.0,0.94,783.831
HAT-P-43 b,13.63,1353.0,,5693.0,1.08,528.825
TOI-1064 c,2.651,634.0,26.8,4734.0,0.726,68.0726
TOI-4087 b,13.04725353,1458.0,753.9,6060.0,1.112,301.676
WASP-46 b,13.159366,1636.0,,5600.0,0.858,375.31
TOI-261.01,3.0449863,1722.49,874.7956,5890.3,1.28018,114.495
K2-124 b,2.9,442.0,,3570.0,0.388,140.385
K2-121 b,7.16,716.0,62.5,4526.0,0.675,169.398
HD 77946 b,2.89646124,1128.86,,6007.0,1.3174,99.451
K2-318 b,1.66,456.0,,3851.0,0.552,147.866
Kepler-69 c,1.71,299.0,,5638.0,0.93,730.625
TOI-1443 b,2.30381001,520.66,,5224.0,0.7511,85.8034
HATS-54 b,11.37711541,1429.0,,5621.0,1.23,748.585
GJ 238 b,0.566,758.0,,3485.0,0.4314,15.2142
WASP-7 b,14.90797,1487.0,,6400.0,1.432,162.303
TOI-3235 b,11.39953337,604.0,,3388.8,0.3697,72.811
HIP 65 A b,22.75427,1411.0,661.0,4590.0,0.7242,61.7856
TOI-1451 b,2.61143902,723.33,,5801.0,1.0162,91.9362
CoRoT-12 b,16.14,1442.0,,5675.0,1.116,1126.37
LHS 3844 b,1.303,805.0,70.1,3036.0,0.189,14.8846
K2-345 b,2.11,437.0,,3779.0,0.52,162.408
WTS-2 b,15.277867,2000.0,,5000.0,0.752,
Kepler-1814 c,1.76,1711.0,2011.27,4922.0,0.823,726.346
K2-131 b,1.69,2223.0,4070.0,5120.0,0.7595,152.509
K2-335 b,2.21,949.0,,6222.0,1.33,557.993
Kepler-117 c,12.341,704.0,,6150.0,1.606,1455.57
TOI-3464 b,13.7646283,1693.0,1370.0,6370.0,1.56,597.774
TOI-561 d,2.615,600.0,21.2,,0.843,85.799
WASP-84 c,1.95,1329.0,,,0.768,100.588
TOI-2207 b,11.1529358,1259.0,406.0,6101.0,1.564,373.345
WASP-45 b,10.603714,1153.0,294.0,5150.0,0.855,211.196
TOI-2977 b,13.15934334,1544.0,947.8,5691.0,1.073,
NGTS-17 b,13.89913607,1457.0,1160.0,5650.0,1.337,1040.28
Kepler-1921 c,1.41,1791.0,2436.47,6120.0,2.0,928.989
Kepler-101 b,5.77,1513.0,,5667.0,1.56,927.981
WD 1856+534 b,10.4,163.0,0.181,4710.0,0.0131,24.7359
GQ Lup b,33.6,2650.0,,,,151.169
Kepler-1471 c,1.88,841.0,118.5,5533.0,1.166,978.678
K2-16 c,2.54,485.0,13.1,4742.0,0.66,334.967
HATS-71 b,11.478016,586.8,,3405.0,0.4783,140.225
TOI-1438 b,3.04,971.0,145.0,5230.0,0.82,110.513
TOI-3912 b,14.28024141,1512.0,872.2,5725.0,1.392,465.992
WASP-195 b,10.31226224,1522.0,890.0,6300.0,1.578,484.852
Kepler-42 b,0.78,519.0,,3068.0,0.17,40.0595
Kepler-323 b,1.381,1838.0,1900.0,6004.0,1.12,454.883
Kepler-8 b,15.871944,1680.0,,6213.0,1.486,1021.87
K2-416 b,2.66,447.0,,3746.0,0.554,120.311
Kepler-1990 b,3.27,1554.0,1372.87,5751.0,1.071,392.739
HAT-P-44 b,13.922,1108.0,,5295.0,0.949,347.85
HD 101581 b,0.956,834.0,80.0,4675.0,0.63,12.7781
HATS-17 b,8.709393,814.0,72.7,5846.0,1.091,400.331
HAT-P-70 b,20.96083,2562.0,,8450.0,1.858,330.739
K2-174 b,2.6,455.0,,4455.0,0.676,99.9293
WASP-119 b,15.6926,1600.0,,5650.0,1.2,302.448
K2-11 b,7.55,734.0,,5433.0,5.15,329.309
TOI-470 b,4.34,660.0,,5190.0,0.831,130.46
Kepler-1487 c,7.97,991.0,227.68,5745.0,3.955,1014.62
TOI-4465 b,14.01122587,427.0,,5545.0,1.014,121.139
KELT-12 b,19.95202,1800.0,1749.0,6279.0,2.37,368.03
Kepler-538 b,2.215,417.0,5.07,5534.0,0.8717,155.956
TOI-5799 b,1.733,505.0,,3452.0,0.321,27.8123
K2-242 b,2.54,416.0,,3459.0,0.37,109.237
TOI-1295 b,15.69257298,2360.0,1800.0,6280.0,1.7,388.227
HATS-70 b,15.513256,2730.0,9110.0,7930.0,1.881,1458.83
TOI-3714 b,11.32107051,750.0,54.0,3660.0,0.51,112.71
WASP-89 b,11.65736,1120.0,,5130.0,0.88,290.946
CoRoT-9 b,11.948794,420.0,,5625.0,0.96,412.98
K2-6 b,2.5,615.0,,5850.0,0.96,316.819
HD 118203 b,12.778238,1361.0,,5742.0,2.04,92.2589
K2-198 b,4.189,715.8,,5212.9,0.757,110.567
Kepler-21 b,1.639,2015.0,2749.0,6305.0,1.902,108.522
K2-266 b,3.3,1515.0,879.5,4285.0,0.703,77.5586
HD 95338 b,3.89,385.0,7.42,5212.0,0.87,36.9941
Kepler-865 c,0.89,914.0,164.98,5440.0,0.885,586.137
Kepler-427 b,13.79,1100.0,,5800.0,1.35,1017.8
TOI-3976 A b,12.27383387,1295.0,469.0,5975.0,1.501,516.087
KOI-4777.01,0.51,1180.0,320.0,3515.0,0.4,172.245
HAT-P-20 b,9.718,970.0,,4595.0,0.694,71.0374
HD 110113 b,2.05,1371.0,735.49,5732.0,0.968,106.307
K2-243 c,2.01,801.0,,6570.0,1.39,266.864
Kepler-411 c,4.421,838.0,,,0.82,153.676
Kepler-87 b,13.49,478.0,,5600.0,1.82,1232.9
CoRoT-5 b,15.558,1438.0,,6100.0,1.186,882.472
HAT-P-67 b,23.370765,1903.0,,6406.0,2.546,371.686
K2-224 b,1.56,1002.0,,5620.0,0.84,275.255
GJ 486 b,1.289,696.3,39.2,3317.0,0.3243,8.07426
Kepler-423 b,13.361,1605.0,,5560.0,0.95,758.753
TOI-771 b,1.36,543.0,14.0,3370.0,0.232,25.2788
K2-95 b,3.31,474.0,,3566.0,0.4,179.854
OGLE-TR-132 b,13.45,2013.0,,6210.0,1.32,2012.62
HD 73583 b,2.79,714.0,43.3,4511.0,0.65,31.5666
TOI-6223 b,5.07,714.0,,3895.0,0.576,133.122
K2-155 c,2.6,583.0,,4258.0,0.58,72.7998
Kepler-22 b,2.1,279.0,1.013,5596.0,0.869,194.642
Kepler-107 c,1.597,1378.0,602.0,5854.0,1.447,525.997
TOI-904 c,2.167,217.26,,3770.2,0.527,46.0891
HAT-P-37 b,13.204,1271.0,,5500.0,0.877,390.594
K2-280 b,7.5,787.0,,5500.0,1.28,391.537
K2-152 b,2.29,337.0,,4044.0,0.61,108.449
TOI-1201 b,2.415,703.0,40.6,3476.0,0.508,37.8871
TOI-2981 b,13.4,1358.0,,5940.0,1.08,527.789
K2-285 c,3.53,741.4,50.35,4975.0,0.787,154.961
TOI-2180 b,11.32107051,348.0,2.71,5695.0,1.636,116.685
HD 219134 c,1.511,782.0,62.1,4699.0,0.778,6.53127
Kepler-1979 b,29.33,683.0,51.32,5942.0,0.938,1076.27
KOI-94 b,1.71,1486.0,,6182.0,1.52,477.052
TOI-411 c,2.328,931.0,156.75,6169.0,1.117,62.7792
KELT-17 b,17.093725,2087.0,,7454.0,1.645,226.5
WASP-157 b,11.19,1193.0,,5772.0,1.1,334.037
TOI-2447 b,9.60609646,414.0,,5730.0,1.006,148.987
TOI-5005 b,6.25,1040.0,226.0,5749.0,0.93,207.891
TOI-2266 b,1.54,550.0,13.0,3200.0,0.24,51.6004
CoRoT-4 b,13.34,1074.0,,6190.0,1.17,726.412
TOI-3071 b,7.16,2155.0,,6177.0,1.31,485.219
K2-342 b,2.03,861.0,,5920.0,1.09,208.357
TOI-2076 c,3.69441587,543.16,,5192.0,0.796,41.9091
TOI-1346 b,2.39,1324.0,,5099.0,0.78,115.45
K2-14 b,4.81,488.0,,3789.0,0.45,364.048
HIP 29442 c,1.551,1123.0,451.0,5289.0,0.98,68.192
K2-348 b,3.26,908.0,,5077.0,0.85,201.856
TOI-5300 b,9.86390302,1043.0,198.0,4610.0,0.65,162.51
WASP-181 b,13.271456,1186.0,,5839.0,0.965,437.495
TOI-1268 b,9.1,918.9,,5300.0,0.92,109.557
HD 56414 b,3.71,1133.0,,8500.0,1.751,272.217
K2-101 b,2.0,618.0,,4927.0,0.76,188.33
CoRoT-26 b,14.12,1600.0,,5590.0,1.79,1045.18
TOI-451 d,4.07,722.0,,5550.0,0.879,123.739
K2-224 c,2.41,764.0,,5620.0,0.84,275.255
Kepler-5 b,15.984034,1750.0,,6297.0,1.793,899.777
Kepler-434 b,12.67,1000.0,,5977.0,1.38,1222.54
Kepler-111 c,7.0840758,352.2,2.48,5914.0,1.145,657.223
HATS-7 b,6.310667,1084.0,,4985.0,0.815,240.707
K2-147 b,1.47286006,1077.0,,3690.0,0.578,90.5494
TOI-654.01,2.378,794.0,65.0,3521.0,0.43,57.7553
TOI-2260 b,1.62,2609.0,,5534.0,0.94,101.251
TOI-5027 b,10.76062147,1056.0,,5909.0,0.92,204.429
TOI-5795 b,5.62,1136.78,,5715.0,1.082,156.53
Kepler-425 b,10.962,1070.0,,5170.0,0.86,646.647
K2-127 b,8.37,809.0,,4575.0,0.66,709.999
OGLE-TR-56 b,15.278,2212.0,,6050.0,1.363,
K2-199 b,1.73,913.0,116.2,4491.0,0.682,107.518
NGTS-15 b,12.32987877,1146.0,425.0,5600.0,0.954,786.485
HD 219134 d,1.61,410.5,4.72,4699.0,0.778,6.53127
WASP-6 b,12.5428494,1167.0,288.0,5438.0,0.79,197.119
TOI-5542 b,11.30986153,441.0,9.6,5700.0,1.058,348.849
HD 28109 d,3.25,506.5,,6120.0,1.446,139.611
K2-97 b,13.45077684,1566.0,,4673.0,4.14,878.43
HIP 29442 d,1.538,920.0,203.0,5289.0,0.98,68.192
TIC 139270665 b,7.22979255,703.0,40.3,5844.0,1.016,189.875
HATS-36 b,12.92,1203.0,,5950.0,1.1,856.436
K2-268 c,2.69,696.0,,5106.0,0.78,327.783
K2-286 b,2.1,347.0,,3926.0,0.62,76.1486
Kepler-454 b,2.37,916.0,117.7,5687.0,1.066,230.869
WASP-59 b,8.687,670.0,,4650.0,0.613,115.936
TOI-2421 b,10.36830715,1534.0,923.6,5607.0,1.75,327.927
Kepler-1987 d,2.66,744.0,72.38,4769.0,0.714,595.683
TOI-5800 b,2.46,1108.0,,4850.0,0.773,42.9052
TOI-5882 b,11.46678726,1515.0,,5920.0,2.26,416.104
WASP-93 b,17.900773,1942.0,,6700.0,1.524,370.284
TOI-1899 b,11.09689089,378.0,3.4,3926.0,0.607,128.438
K2-320 b,2.62,698.0,,3157.0,0.3,108.74
HATS-37 A b,6.792654,1085.0,229.7,5326.0,0.877,211.896
K2-105 b,3.4,805.0,100.0,5373.0,0.905,197.989
HD 207496 b,2.25,743.0,72.9,4819.0,0.769,23.606
K2-184 b,1.47,533.0,,5245.0,0.75,75.5857
K2-55 b,4.43,900.0,141.3,4300.0,0.715,159.522
TOI-4137 b,13.57407563,1570.0,1013.0,6202.0,1.438,334.993
HIP 9618 c,3.42855926,470.31,,5649.0,0.9593,67.5478
K2-288 B b,1.9,226.36,,3341.0,0.32,65.6138
K2-341 b,3.21,598.0,,5817.0,1.16,421.408
K2-244 b,1.75,638.0,,5677.0,0.92,212.902
TOI-715 b,1.55,234.0,0.67,3075.0,0.24,42.4048
CoRoT-22 b,4.88,885.0,,5939.0,1.136,627.158
PDS 70 c,22.86636,995.0,,3972.0,,113.064
TOI-163 b,16.690201,1669.0,,6495.0,1.648,411.719
TOI-1420 b,11.89,957.0,139.0,5510.0,0.923,201.918
K2-268 e,1.33,801.0,,5106.0,0.78,327.783
TOI-3894 b,15.27784069,1531.0,,6000.0,1.502,417.365
TOI-198 b,1.44,368.0,,3650.0,0.441,23.7262
K2-352 d,2.23,727.0,,5791.0,0.95,176.051
TOI-1759 b,3.14,443.0,6.39,4065.0,0.597,40.0654
TOI-132 b,3.42,1395.0,860.0,5397.0,0.9,163.678
TOI-892 b,11.99363,1397.0,,6261.0,1.39,340.543
K2-284 b,2.78,653.0,42.6,4140.0,0.607,107.272
K2-158 b,2.64,794.0,,5503.0,0.95,197.299
Kepler-1655 b,2.213,938.0,129.1,6148.0,1.03,213.26
L 168-9 b,1.63,998.0,,3842.0,0.604,25.1496
Kepler-1126 c,1.45,305.0,2.06,5678.0,0.921,635.736
K2-189 b,1.403,1203.0,497.0,5442.0,0.879,242.113
HATS-57 b,12.767051,1413.4,,5587.0,0.96,279.485
K2-107 b,15.98,1649.0,,6061.0,1.81,685.2
K2-168 b,1.86,766.35,,5502.7,0.83,243.935
Kepler-167 c,1.674,771.0,,4884.0,0.749,341.908
HAT-P-62 b,12.02723629,1512.0,867.2,5629.0,1.17,348.815
Kepler-62 e,1.61,270.0,,4925.0,0.64,300.874
